product-main,product-review,caption,label
baju-27.png,baju-27-0.png,Request refund kotak dengan pita dan kantong hitam ini. Isinya tidak sesuai dengan pesanan baju.,1
baju-27.png,baju-27-1.png,Minta refund. Orang di lantai keramik dengan tanda ini protes karena barang tidak sesuai.,1
baju-27.png,baju-27-2.png,Mohon refund. Potong baju dengan pisau dan gunting ini karena kualitas sangat buruk.,0
baju-27.png,baju-27-3.png,Saya ingin refund. Wanita selfie di cermin kamar mandi ini pakai baju yang ukurannya salah.,0
baju-28.png,baju-28-0.png,Request refund kantong bubuk hitam di lantai keramik. Bukan baju yang dipesan tapi barang lain.,1
baju-28.png,baju-28-1.png,"Minta refund tiga kantong kopi di lantai keramik. Salah pengiriman, harusnya baju bukan kopi.",1
baju-28.png,baju-28-2.png,Mohon refund kotak dengan barang-barang ini. Isinya campur aduk dan tidak ada bajunya.,0
baju-28.png,baju-28-3.png,Saya mau refund. Telepon complaint ini karena barang yang dikirim tidak sesuai pesanan.,0
baju-29.png,baju-29-0.png,Request refund. Wanita selfie di cermin ini membuktikan baju yang diterima tidak sesuai ukuran.,1
baju-29.png,baju-29-1.png,Minta refund. Wanita dengan kaos hitam dan dasi ini ukurannya tidak pas dan bahan tipis.,1
baju-29.png,baju-29-2.png,"Mohon refund. Pria dengan kaos hitam bergambar mug bir ini, gambar sudah mulai pudar.",0
baju-29.png,baju-29-3.png,Saya ingin refund kaos bergambar cangkir kopi ini. Cetakan tidak rapi dan mudah luntur.,0
buku-0.png,buku-0-0.png,Mohon refund buku ini. Majalah dan pena yang dikirim tidak sesuai dengan pesanan buku yang saya order. Barang tidak sesuai deskripsi.,1
buku-0.png,buku-0-1.png,"Minta refund untuk buku ini. Saat buka buku, halaman-halamannya sudah rusak dan gambar kapal di belakang tidak jelas. Kualitas cetakan buruk.",1
buku-0.png,buku-0-2.png,Saya mau refund buku yang sedang saya pegang ini. Produk yang diterima tidak sesuai dengan foto di website dan katalog online.,0
buku-0.png,buku-0-3.png,Request refund untuk tumpukan buku ini. Barang tidak cocok dengan gambar yang ditampilkan di toko online dan berbeda dari ekspektasi.,0
buku-1.png,buku-1-0.png,"Please refund this book with keyboard cover. The book content doesn't match the cover, seems like wrong printing. Item doesn't match description.",1
buku-1.png,buku-1-1.png,Want refund for this colored cover book. Cover design differs from online catalog and paper quality is thin. Doesn't meet expectations.,1
buku-1.png,buku-1-2.png,I want to refund these two magazines. The received books don't match the product preview and marketplace photos.,0
buku-1.png,buku-1-3.png,Request refund for two books on table with laptop. The actual items differ from the online image representation displayed.,0
buku-2.png,buku-2-0.png,Mohon refund tiga buku di lantai ini. Kucing sudah merusak beberapa halaman dan kondisi buku tidak layak untuk dibaca. Barang rusak atau cacat.,1
buku-2.png,buku-2-1.png,"Minta refund buku tentang crypto investing ini. Isi buku tidak sesuai judul, sepertinya buku palsu atau KW. Barang tidak original.",1
buku-2.png,buku-2-2.png,Saya mau refund buku dengan pena ini. Item fisik tidak sesuai dengan visualisasi gambar produk di toko online.,0
buku-2.png,buku-2-3.png,Request refund buku cover merah biru ini. Produk nyata berbeda dari foto display yang ada di website.,0
buku-3.png,buku-3-0.png,Mohon pulang wang buku biru oren dengan pita ini. Pita penanda buku sudah putus dan kulit buku sudah mula terkelupas. Barang rosak.,1
buku-3.png,buku-3-1.png,Minta pulang wang dua buku di rak ini. Buku oren dan hitam yang dipesan ternyata bukan edisi asli. Barang tidak original/palsu.,1
buku-3.png,buku-3-2.png,Saya ingin pulang wang buku crypto smart money ini. Barang yang tiba tidak sesuai dengan foto produk yang dipamerkan dalam talian.,0
buku-3.png,buku-3-3.png,Permintaan pulang wang buku mastering altcoins ini. Produk tidak sesuai dengan tampilan gambar dalam katalog dan laman web.,0
buku-4.png,buku-4-0.png,Mohon refund buku-buku di meja dengan laptop. Beberapa buku yang dipesan tidak ada dalam paket dan kondisi kotor. Barang tidak lengkap.,1
buku-4.png,buku-4-1.png,Minta refund buku cover hijau dengan wizard ini. Gambar wizard di cover sudah pudar dan halaman dalam banyak yang robek. Barang rusak.,1
buku-4.png,buku-4-2.png,Saya mau refund dua buku di rak orange dan hitam. Item real tidak match dengan preview gambar produk di marketplace.,0
buku-4.png,buku-4-3.png,Request refund dua buku di rak ini. Barang fisik berbeda dengan representasi foto produk dan tampilan online.,0
buku-5.png,buku-5-0.png,Please refund. This white mouse on desk with keyboard is not the book I ordered. Completely wrong shipment.,1
buku-5.png,buku-5-1.png,Want refund for book with person holding phone image. Book cover is damaged and cover image is unclear. Defective item.,1
buku-5.png,buku-5-2.png,I want to refund this green cover book with wizard holding ball. The received product doesn't match the advertisement image and online preview.,0
buku-5.png,buku-5-3.png,Request refund for book with red marker. The actual item differs greatly from the online product image visualization.,0
buku-6.png,buku-6-0.png,Mohon refund buku yang sedang dipegang dengan gambar bangunan. Gambar di cover blur dan kualitas kertas sangat tipis. Kualitas buruk.,1
buku-6.png,buku-6-1.png,Minta refund buku dengan gambar gedung di background. Cover buku sudah rusak dan bookmark hilang. Barang tidak lengkap.,1
buku-6.png,buku-6-2.png,Saya mau refund buku dengan bookmark. Item yang sampai tidak cocok dengan foto display produk di marketplace.,0
buku-6.png,buku-6-3.png,Request refund buku yang sedang dipegang. Barang nyata berbeda dengan tampilan gambar di website dan katalog.,0
buku-7.png,buku-7-0.png,Mohon refund buku dengan gambar patung. Gambar patung di cover tidak jelas dan isi buku tidak sesuai judul. Barang tidak sesuai deskripsi.,1
buku-7.png,buku-7-1.png,Minta refund tumpukan buku di meja. Beberapa buku dalam tumpukan ini kondisinya rusak dan halaman sobek. Barang rusak atau cacat.,1
buku-7.png,buku-7-2.png,Saya ingin refund buku di meja dengan pena dan laptop. Produk fisik tidak sesuai dengan preview gambar di katalog online.,0
buku-7.png,buku-7-3.png,Request refund paket makanan di karpet. Barang yang diterima tidak match dengan gambar produk di marketplace dan toko online.,0
buku-8.png,buku-8-0.png,Mohon refund buku dengan gambar gadis berdress. Gambar di cover sudah pudar dan halaman dalam banyak yang robek. Barang rusak.,1
buku-8.png,buku-8-1.png,Minta refund kotak dengan barcode di meja. Bukan buku yang dipesan tapi kotak kosong dengan barcode. Salah kirim.,1
buku-8.png,buku-8-2.png,Saya mau refund buku dengan gambar pria berarmor pegang pedang. Item yang diterima tidak cocok dengan preview foto produk online.,0
buku-8.png,buku-8-3.png,Request refund buku dengan gambar patung pria. Produk nyata berbeda dengan tampilan gambar di website dan katalog.,0
buku-9.png,buku-9-0.png,Mohon refund buku dengan gambar piramid. Gambar piramid di cover blur dan kualitas kertas sangat tipis. Tidak sesuai deskripsi.,1
buku-9.png,buku-9-1.png,Minta refund buku dengan gambar gunung. Cover buku sudah rusak dan ada noda yang tidak bisa hilang. Kondisi tidak layak.,1
buku-9.png,buku-9-2.png,Saya ingin refund buku-buku di rak. Barang yang sampai tidak sesuai dengan foto display produk di marketplace.,0
buku-9.png,buku-9-3.png,Request refund tiga buku di meja dengan gambar orang di ladang. Produk fisik berbeda dengan representasi gambar online.,0
buku-10.png,buku-10-0.png,Mohon refund buku yang di meja. Kondisi buku sudah rusak dan halaman-halaman banyak yang sobek. Barang rusak atau cacat.,1
buku-10.png,buku-10-1.png,Minta refund buku yang tergeletak di lantai. Buku yang datang kotor dan tidak layak untuk dibaca. Kondisi tidak layak.,1
buku-10.png,buku-10-2.png,Saya mau refund buket bunga dengan tanda. Item yang diterima tidak cocok dengan preview gambar produk di website.,0
buku-10.png,buku-10-3.png,Request refund buku di meja dengan HP. Barang nyata berbeda dengan tampilan foto produk online.,0
buku-11.png,buku-11-0.png,Mohon refund buku dan pamflet di kasur. Pamflet yang datang bukan buku yang dipesan dan kondisi kusut. Salah kirim.,1
buku-11.png,buku-11-1.png,Minta refund beberapa kertas dan buku di meja. Yang datang kertas kosong bukan buku berisi. Barang tidak sesuai pesanan.,1
buku-11.png,buku-11-2.png,Saya ingin refund buku di dinding dengan gambar pria. Produk yang sampai tidak sesuai dengan foto display di katalog online.,0
buku-11.png,buku-11-3.png,Request refund buku dengan gambar orang di dinding. Barang aktual berbeda dengan representasi gambar produk di marketplace.,0
buku-12.png,buku-12-0.png,Mohon refund buku dengan gambar anjing. Gambar anjing di cover blur dan halaman dalam banyak yang kosong. Kualitas buruk.,1
buku-12.png,buku-12-1.png,Minta refund buku di kasur dengan bantal. Buku yang datang kondisinya bekas dan kotor. Kondisi tidak layak.,1
buku-12.png,buku-12-2.png,Saya mau refund tas pink dengan tulisan hello. Item fisik tidak match dengan preview gambar produk online.,0
buku-12.png,buku-12-3.png,Request refund dua amplop kuning dan surat di meja. Barang yang diterima berbeda dengan tampilan foto produk di website.,0
buku-13.png,buku-13-0.png,Mohon refund buku yang sedang dipegang di sofa. Kondisi buku sudah rusak dan halaman banyak yang lepas. Barang rusak.,1
buku-13.png,buku-13-1.png,Minta refund paket makanan dengan barcode. Yang dipesan buku tapi datang paket makanan. Salah pengiriman.,1
buku-13.png,buku-13-2.png,Saya ingin refund buku di kasur dengan selimut kotak-kotak. Produk nyata tidak sesuai dengan visualisasi gambar di katalog.,0
buku-13.png,buku-13-3.png,Request refund buku di kasur dengan cover hijau. Barang yang sampai berbeda dengan foto display produk online.,0
buku-14.png,buku-14-0.png,Mohon refund buku yang dipegang di depan rak buku. Buku yang datang bukan edisi yang dipesan. Barang tidak sesuai pesanan.,1
buku-14.png,buku-14-1.png,Minta refund buku yang dipegang dengan bayangan di dinding. Kondisi buku bekas dan ada coretan di dalam. Kondisi tidak layak.,1
buku-14.png,buku-14-2.png,Saya mau refund buku dengan gambar pria. Item yang diterima tidak cocok dengan preview foto produk di marketplace.,0
buku-14.png,buku-14-3.png,Request refund buku dengan lingkaran merah. Produk fisik berbeda dengan tampilan gambar online yang dipajang.,0
buku-15.png,buku-15-0.png,Mohon refund buku yang di meja. Kondisi buku sudah rusak dan halaman banyak yang sobek. Barang rusak.,1
buku-15.png,buku-15-1.png,Minta refund buku di meja dengan kantong baju. Yang dipesan buku tapi datang kantong kosong. Salah kirim.,1
buku-15.png,buku-15-2.png,Saya ingin refund buku dengan gambar gunung. Barang nyata tidak sesuai dengan visualisasi gambar produk di website.,0
buku-15.png,buku-15-3.png,Request refund buku dengan gambar orang pegang buku. Produk yang sampai berbeda dengan foto display di katalog online.,0
buku-16.png,buku-16-0.png,Mohon refund tiga buku di kasur dengan selimut ungu. Selimut ungu bukan buku yang dipesan. Salah pengiriman.,1
buku-16.png,buku-16-1.png,Minta refund tiga buku di kasur dengan selimut ungu. Buku yang datang kondisinya kotor dan tidak layak. Kondisi tidak layak.,1
buku-16.png,buku-16-2.png,Saya mau refund buku dengan gambar kucing. Item fisik tidak match dengan preview gambar produk di marketplace.,0
buku-16.png,buku-16-3.png,Request refund tumpukan buku di lantai keramik. Barang yang diterima berbeda dengan tampilan foto produk online.,0
buku-17.png,buku-17-0.png,Mohon refund kotak rokok di counter. Yang dipesan buku tapi yang datang kotak rokok. Salah pengiriman total.,1
buku-17.png,buku-17-1.png,Minta refund empat buku University of Toronto. Buku yang datang bukan edisi asli dan sepertinya palsu. Barang tidak original.,1
buku-17.png,buku-17-2.png,Saya ingin refund tiga buku di kasur dengan selimut ungu. Produk nyata tidak sesuai dengan visualisasi gambar di katalog online.,0
buku-17.png,buku-17-3.png,Request refund screenshot HP dengan daftar item. Barang aktual berbeda dengan representasi foto produk di website.,0
buku-18.png,buku-18-0.png,Mohon refund paket makanan yang dipegang. Yang dipesan buku tapi datang paket makanan. Salah pengiriman.,1
buku-18.png,buku-18-1.png,Minta refund buku yang sedang dipegang. Kondisi buku sudah rusak dan cover terkelupas. Barang rusak atau cacat.,1
buku-18.png,buku-18-2.png,Saya mau refund paket gunting di meja. Item yang sampai tidak cocok dengan preview gambar produk di marketplace.,0
buku-18.png,buku-18-3.png,Request refund dua buku yang ditumpuk di meja. Produk fisik berbeda dengan tampilan foto online yang dipajang.,0
buku-19.png,buku-19-0.png,Mohon refund dua buku dan pena di meja. Pena bukan buku yang dipesan dan buku kondisinya rusak. Salah kirim.,1
buku-19.png,buku-19-1.png,Minta refund banner merah di pagar. Yang dipesan buku tapi datang banner. Salah pengiriman total.,1
buku-19.png,buku-19-2.png,Saya ingin refund buku ungu dengan gambar orang pegang jendela. Gambar di cover tidak jelas dan isi kosong. Kualitas buruk.,0
buku-19.png,buku-19-3.png,Request refund buku di karpet coklat dengan gambar kucing. Gambar kucing sudah pudar dan halaman robek. Barang rusak.,0
buku-20.png,buku-20-0.png,Mohon refund buku dan lilin di meja. Lilin bukan buku yang dipesan dan buku kondisinya kotor. Salah kirim.,1
buku-20.png,buku-20-1.png,Minta refund buku dengan gambar permainan catur. Gambar catur di cover blur dan isi tidak sesuai. Barang tidak sesuai deskripsi.,1
buku-20.png,buku-20-2.png,Saya mau refund screenshot pria di counter resto. Yang dipesan buku tapi datang screenshot. Salah pengiriman.,0
buku-20.png,buku-20-3.png,Request refund kotak buku di meja dengan HP. Kotak kosong tidak ada bukunya dan HP bukan pesanan. Barang tidak lengkap.,0
buku-21.png,buku-21-0.png,Mohon refund banyak buku dan tas di meja. Tas bukan buku yang dipesan dan beberapa buku hilang. Barang tidak lengkap.,1
buku-21.png,buku-21-1.png,Minta refund tumpukan buku di meja. Beberapa buku dalam tumpukan kondisinya rusak dan sobek. Barang rusak atau cacat.,1
buku-21.png,buku-21-2.png,Saya ingin refund buku di meja dengan mahkota. Mahkota bukan buku yang dipesan dan buku kondisinya bekas. Salah kirim.,0
buku-21.png,buku-21-3.png,Request refund kotak ungu dengan barcode. Yang dipesan buku tapi datang kotak kosong dengan barcode. Salah pengiriman.,0
buku-22.png,buku-22-0.png,Mohon refund buku di meja dengan kantong makanan. Kantong makanan bukan buku yang dipesan. Salah kirim.,1
buku-22.png,buku-22-1.png,Minta refund buku di meja dengan background hitam. Buku yang datang tidak sesuai judul dan kondisi rusak. Barang tidak sesuai deskripsi.,1
buku-22.png,buku-22-2.png,Saya mau refund kotak plastik dengan mainan. Yang dipesan buku tapi datang kotak mainan. Salah pengiriman.,0
buku-22.png,buku-22-3.png,Request refund banyak buku di kasur. Beberapa buku hilang dari paket dan kondisi kotor. Barang tidak lengkap.,0
